,Country,News Publisher,Country Stance,Headline,parsed_dates,Headline Stance
4104,US,CNN,Pro Israel,Terminally ill Palestinian prisoner dies after 38 years in Israeli custody,2024-04-11,Pro-Palestine
4105,US,CNN,Pro Israel,Civil War delivers visceral thrills but stays muddled in its political message,2024-04-11,Pro-Palestine
4106,US,CNN,Pro Israel,USAID administrator says it is credible to assess famine is already occurring in parts of Gaza,2024-04-11,Pro-Palestine
4107,US,CNN,Pro Israel,Netanyahu says Israel preparing for “other scenarios” outside Gaza,2024-04-11,Pro-Israel
4108,US,CNN,Pro Israel,UNICEF: Vehicle waiting to enter Gaza hit by live fire,2024-04-11,Pro-Palestine
4109,US,CNN,Pro Israel,Israeli airstrike kills three sons of Hamas political leader in Gaza as ceasefire talks stutter,2024-04-11,Pro-Palestine
4110,US,CNN,Pro Israel,"April 10, 2024 - Israel-Hamas war",2024-04-11,Neutral
4111,US,CNN,Pro Israel,Amount of aid being delivered in Gaza in dispute,2024-04-11,Pro-Palestine
4112,US,CNN,Pro Israel,Why this cookbook author sees making stew as an act of resistance,2024-04-11,Pro-Palestine
4113,US,CNN,Pro Israel,"Hostage's Father: Need to apply ""enough pressure"" to Hamas",2024-04-10,Neutral
4114,US,CNN,Pro Israel,Hamas leader says sons killed in Gaza strike,2024-04-10,Pro-Israel
4115,US,CNN,Pro Israel,"Bernie Sanders: ""Not another nickel"" for Netanyahu while Gazans face starvation",2024-04-10,Pro-Palestine
4116,US,CNN,Pro Israel,"Attackers laughed as they raped and murdered a woman in Israel on October 7, witness says",2024-04-10,Pro-Israel
4117,US,CNN,Pro Israel,Israel investigates sexual violence committed by Hamas as part of October 7 horror,2024-04-10,Neutral
4118,US,CNN,Pro Israel,CNN finds new information contradicting IDF's account of night over 100 died in Gaza,2024-04-10,Neutral
4119,US,CNN,Pro Israel,'Not another nickel!' Bernie Sanders calls for end to Israel aid,2024-04-10,Pro-Palestine
4120,US,CNN,Pro Israel,Children rushed to hospital in Gaza after Israeli airstrike,2024-04-10,Pro-Palestine
4121,US,CNN,Pro Israel,Opinion: Hamas bet on the world is paying off,2024-04-10,Neutral
4122,US,CNN,Pro Israel,Dying for a bag of flour: Videos and eyewitness accounts cast doubt on Israels timeline of deadly Gaza aid delivery,2024-04-10,Pro-Palestine
4123,US,CNN,Pro Israel,Hamas tells negotiators it doesnt have 40 Israeli hostages needed for first round of ceasefire,2024-04-10,Pro-Palestine
4124,US,CNN,Pro Israel,Biden criticizes Netanyahus approach to war with Hamas as a 'mistake',2024-04-10,Neutral
4125,US,CNN,Pro Israel,"Biden calls Netanyahu's approach to the war in Gaza a ""mistake""",2024-04-10,Pro-Israel
4126,US,CNN,Pro Israel,Inside Gaza's struggling hospitals,2024-04-10,Pro-Palestine
4127,US,CNN,Pro Israel,"U.S. President calls Netanyahu's approach to the war in Gaza a ""mistake""",2024-04-10,Pro-Israel
4128,US,CNN,Pro Israel,Turkey restricting exports to Israel over aid dispute,2024-04-10,Pro-Palestine
4129,US,CNN,Pro Israel,"April 9, 2024 - Israel-Hamas war",2024-04-10,Neutral
4130,US,CNN,Pro Israel,Biden criticizes Netanyahus approach to war with Hamas as mistake,2024-04-09,Neutral
4131,US,CNN,Pro Israel,Tell us where our children are? First bodies exhumed from mass graves at Al-Shifa Hospital after Israeli siege,2024-04-09,Pro-Palestine
4132,US,CNN,Pro Israel,Germany defends support for Israel in UN court against accusations of facilitating genocide in Gaza,2024-04-09,Pro-Palestine
4133,US,CNN,Pro Israel,"Israel thumbing its nose at the entire world, says veteran diplomat Wendy Sherman",2024-04-09,Pro-Israel
4134,US,CNN,Pro Israel,"'Civil War' puts nation, journalists in crossfire",2024-04-09,Pro-Palestine
4135,US,CNN,Pro Israel,Hamas says Israel's latest ceasefire proposal does not meet its demands,2024-04-09,Neutral
4136,US,CNN,Pro Israel,Turkey curbs exports to Israel including steel and cement,2024-04-09,Pro-Palestine
4137,US,CNN,Pro Israel,"Turkey restricts exports to Israel, saying its request to airdrop aid to Gaza was denied",2024-04-09,Pro-Palestine
4138,US,CNN,Pro Israel,U.N. committee to decide whether to grant Palestine full state member status this month,2024-04-09,Pro-Palestine
4139,US,CNN,Pro Israel,Theres no more life: Khan Younis residents return to find former neighborhoods in ruins,2024-04-09,Pro-Palestine
4140,US,CNN,Pro Israel,Israel vs Hezbollah,2024-04-09,Pro-Israel
4141,US,CNN,Pro Israel,Pressure is growing on Israeli PM Netanyahu,2024-04-09,Neutral
4142,US,CNN,Pro Israel,Trump says Jewish Americans who vote for Biden dont love Israel and should be spoken to,2024-04-09,Pro-Israel
4143,US,CNN,Pro Israel,"April 8, 2024 - Israel-Hamas war",2024-04-09,Neutral
4144,US,CNN,Pro Israel,Elizabeth Warren suggests Israels actions in Gaza could be ruled as a genocide by international courts,2024-04-09,Pro-Palestine
4145,US,CNN,Pro Israel,'We will stay here': Resident returns to Gaza after IDF withdraw,2024-04-09,Pro-Israel
4146,US,CNN,Pro Israel,CIA director presented new proposal for Gaza ceasefire and hostage deal,2024-04-08,Neutral
4147,US,CNN,Pro Israel,Daughter of hostage held by Hamas talks about failures in getting loved ones free,2024-04-08,Neutral
4148,US,CNN,Pro Israel,"'I miss my town, I miss Khan Younis': Residents return to devastated Khan Younis after Israel withdrawal",2024-04-08,Pro-Palestine
4149,US,CNN,Pro Israel,"'It's a failure' that Israelis are still held in Gaza, says daughter of hostage held by Hamas",2024-04-08,Pro-Israel
4150,US,CNN,Pro Israel,Waiting for the release of family members from Gaza six months on from October 7 attacks,2024-04-08,Pro-Israel
4151,US,CNN,Pro Israel,Israeli military withdraws ground forces from Khan Younis,2024-04-08,Pro-Israel
4152,US,CNN,Pro Israel,Israeli military says it has withdrawn its forces from Khan Younis after months of fighting,2024-04-08,Pro-Israel
4153,US,CNN,Pro Israel,"After six months of war, is a turning point on the horizon for Gaza?",2024-04-08,Neutral
4154,US,CNN,Pro Israel,"Zelensky: Without aid from U.S., Ukraine will lose the war",2024-04-08,Neutral
4155,US,CNN,Pro Israel,Report: Damage to Gaza's critical infrastructure is about $18.5 billion,2024-04-08,Pro-Israel
4156,US,CNN,Pro Israel,"Israel is using artificial intelligence to help pick bombing targets in Gaza, report says",2024-04-08,Pro-Israel
4157,US,CNN,Pro Israel,"April 7, 2024 - Israel-Hamas war",2024-04-08,Neutral
4158,US,CNN,Pro Israel,The risk of wider war in the Middle East looms over Bidens reelection effort,2024-04-08,Neutral
4159,US,CNN,Pro Israel,Retired US general reacts to Israel's withdrawal from Gaza town,2024-04-07,Pro-Israel
4160,US,CNN,Pro Israel,'Tragedies like this happen in war': Israeli Minister on killing of aid workers,2024-04-07,Pro-Palestine
4161,US,CNN,Pro Israel,Inside President Bidens pointed phone call with Benjamin Netanyahu,2024-04-07,Pro-Israel
4162,US,CNN,Pro Israel,On GPS: Does Israel have an effective strategy against Hamas?,2024-04-07,Neutral
4163,US,CNN,Pro Israel,On GPS: Are Israel and Iran on the brink of war?,2024-04-07,Pro-Israel
4164,US,CNN,Pro Israel,"Six months after October 7, it still feels like Day 1 for hostage families",2024-04-07,Neutral
4165,US,CNN,Pro Israel,'I can't believe we're sitting here six months later': Israeli-American hostage family speaks out,2024-04-07,Neutral
4166,US,CNN,Pro Israel,GOP Rep: 'Overconfidence' of Israel led to 'unacceptable' civilian deaths,2024-04-07,Pro-Israel
4167,US,CNN,Pro Israel,How to protect your mental health while keeping tabs on the Israel-Hamas war,2024-04-07,Neutral
4168,US,CNN,Pro Israel,"April 6, 2024 Israel-Gaza news",2024-04-07,Neutral
4169,US,CNN,Pro Israel,CNN speaks with a family member about a loved one being held hostage by Hamas,2024-04-07,Neutral
4170,US,CNN,Pro Israel,"U.S., Israel watching closely as Iran vows to retaliate for Damascus strike",2024-04-07,Pro-Israel
4171,US,CNN,Pro Israel,"Israel's bombings have had a ""decimating effect"" in Gaza, says researcher",2024-04-07,Pro-Israel
4172,US,CNN,Pro Israel,An elderly Palestinian woman fled her home in northern Gaza. Now she is fighting to keep her grandchildren alive,2024-04-07,Pro-Palestine
4173,US,CNN,Pro Israel,Grandma is fighting to keep her grandkids fed and alive in Gaza,2024-04-07,Pro-Palestine
4174,US,CNN,Pro Israel,Israeli journalist on what 'scared' Netanyahu to act after talk with Biden,2024-04-06,Pro-Israel
4175,US,CNN,Pro Israel,Former hostage breaks down trying to explain what captivity was like,2024-04-06,Pro-Palestine
4176,US,CNN,Pro Israel,Mother of two hostages describes moment they were taken by Hamas,2024-04-06,Neutral
4177,US,CNN,Pro Israel,Mother of hostage taken by Hamas describes what she knows about her condition,2024-04-06,Neutral
4178,US,CNN,Pro Israel,Exiled comedian turns dark sense of humor on Gaza Crisis,2024-04-06,Pro-Palestine
4179,US,CNN,Pro Israel,"'We never imagined that our loved one will still be there,' says daughter of Israeli hostage",2024-04-06,Neutral
4180,US,CNN,Pro Israel,Hear voice notes from Gaza: I lost my family and myself,2024-04-06,Pro-Palestine
4181,US,CNN,Pro Israel,Opinion: My dear friend was killed in Gaza. This is what I want people to know about her,2024-04-06,Pro-Palestine
4182,US,CNN,Pro Israel,Report: Israeli doctor says detained Palestinians are undergoing routine amputations for handcuff injuries,2024-04-06,Pro-Palestine
4183,US,CNN,Pro Israel,CNN reporter describes hearing gunfire and explosions near Erez crossing,2024-04-06,Neutral
4184,US,CNN,Pro Israel,"Six months into the war in Gaza, Israel has no exit strategy and no real plan for the future",2024-04-06,Neutral
4185,US,CNN,Pro Israel,Israel approves opening of new aid crossing as the IDF faces scrutiny over deadly strike,2024-04-06,Neutral
4186,US,CNN,Pro Israel,"U.S. on high alert for ""significant"" attack from Iran",2024-04-06,Pro-Israel
4187,US,CNN,Pro Israel,Human rights groups accuse Israel of persistently breaking international laws when detaining Palestinians,2024-04-06,Neutral
4188,US,CNN,Pro Israel,American & Israeli officials to head to Egypt for hostages talks,2024-04-06,Pro-Israel
4189,US,CNN,Pro Israel,"Israels military says it made ""grave mistake"" in killing seven aid workers in Gaza",2024-04-06,Pro-Palestine
4190,US,CNN,Pro Israel,"Hezbollah chief calls Iran consulate attack a 'milestone,' says Tehran response will mark 'new phase' in the Middle East",2024-04-06,Neutral
4191,US,CNN,Pro Israel,Israel's military says it made a 'grave mistake' in killing seven aid workers in Gaza,2024-04-06,Pro-Israel
4192,US,CNN,Pro Israel,"April 5, 2024 Israel-Gaza updates",2024-04-06,Neutral
4193,US,CNN,Pro Israel,"'Every day I ask myself, why am I alive?': Nova festival survivor recounts attack",2024-04-06,Pro-Palestine
4194,US,CNN,Pro Israel,US preparing for significant Iran attack on US or Israeli assets in the region as soon as next week,2024-04-06,Pro-Israel
4195,US,CNN,Pro Israel,CNN correspondent breaks down new IDF report on WCK strike,2024-04-05,Pro-Palestine
4196,US,CNN,Pro Israel,Freed Israeli hostage on surviving 51 days of captivity,2024-04-05,Neutral
4197,US,CNN,Pro Israel,Dem Rep on conditioning aid to Israel after deadly strikes,2024-04-05,Pro-Palestine
4198,US,CNN,Pro Israel,Israeli military fires two senior officers as report finds strike on aid workers was in serious violation of commands,2024-04-05,Pro-Palestine
4199,US,CNN,Pro Israel,Israels military says it made grave mistakes in killing seven aid workers in Gaza. Heres what we know,2024-04-05,Pro-Palestine
4200,US,CNN,Pro Israel,Jim Acosta to Israeli spokesperson: Did Netanyahu make a bad bet?,2024-04-05,Pro-Israel
4201,US,CNN,Pro Israel,"Opinion: 6 months since October 7, there are no winners here",2024-04-05,Neutral
4202,US,CNN,Pro Israel,"""Not very convincing evidence"": Norwegian Foreign Minister on Israel's investigation into the strike on WCK aid workers",2024-04-05,Pro-Palestine
4203,US,CNN,Pro Israel,'It's significant': Military expert weighs in on IDF report,2024-04-05,Pro-Israel
4204,US,CNN,Pro Israel,Tensions run high as parts of muslim world marks Quds day,2024-04-05,Pro-Palestine
4205,US,CNN,Pro Israel,"Despite mounting pressures, Netanyahu shows no signs of losing his grip on power",2024-04-05,Pro-Israel
4206,US,CNN,Pro Israel,"Israeli cabinet approves reopening northern Gaza border crossing for first time since October 7, official says",2024-04-05,Pro-Palestine
4207,US,CNN,Pro Israel,US awaits Netanyahus response after Bidens ultimatum,2024-04-05,Neutral
4208,US,CNN,Pro Israel,UK government under growing pressure to stop selling arms to Israel,2024-04-05,Neutral
4209,US,CNN,Pro Israel,Biden demands changes from Netanyahu after killing of foreign aid workers,2024-04-05,Neutral
4210,US,CNN,Pro Israel,CNN investigates new allegations about Israel's use of AI to determine targets in Gaza,2024-04-05,Pro-Israel
4211,US,CNN,Pro Israel,The father of two Israeli hostages still being held in Gaza shares his story,2024-04-05,Pro-Israel
4212,US,CNN,Pro Israel,Biden to Netanyahu: Protect civilians,2024-04-05,Neutral
4213,US,CNN,Pro Israel,Devastation in Gaza as Israel wages war on Hamas,2024-04-05,Pro-Israel
4214,US,CNN,Pro Israel,"Jill Biden privately expressed concern about Gaza to Joe Biden, the president revealed in meeting with Muslim leaders",2024-04-05,Neutral
4215,US,CNN,Pro Israel,Biden to Netanyahu: Protect civilians or else,2024-04-05,Neutral
4216,US,CNN,Pro Israel,Retired lt. general on whether Israeli military is exercising the same caution the US would,2024-04-05,Pro-Israel
4217,US,CNN,Pro Israel,Hear what Bernie Sanders wants the US to tell Israel,2024-04-05,Pro-Israel
4218,US,CNN,Pro Israel,Sources: U.S. has authorized more bombs for Israel,2024-04-04,Neutral
4219,US,CNN,Pro Israel,Biden calls for ceasefire during conversation with Netanyahu,2024-04-04,Neutral
4220,US,CNN,Pro Israel,"Israel attacked aid workers systematically, car by car, charity founder says, as fury builds over deadly strike",2024-04-04,Pro-Palestine
4221,US,CNN,Pro Israel,Hear what White House official says Biden told Netanyahu,2024-04-04,Pro-Israel
4222,US,CNN,Pro Israel,Trump says Israel needs to finish what they started and said war with Hamas is taking a long time,2024-04-04,Pro-Israel
4223,US,CNN,Pro Israel,"'It is fair game' for Ukraine to hit military targets inside Russia, says US diplomat",2024-04-04,Pro-Israel
4224,US,CNN,Pro Israel,Growing concern mounts among aid groups after deadly strike in Gaza,2024-04-04,Pro-Palestine
4225,US,CNN,Pro Israel,"Israel is using AI to pick bombing targets in Gaza, a report says",2024-04-04,Pro-Israel
4226,US,CNN,Pro Israel,US recently authorized more bombs for Israel,2024-04-04,Neutral
4227,US,CNN,Pro Israel,Biden and Netanyahu call comes amid extreme mutual tensions and political pressure,2024-04-04,Pro-Israel
4228,US,CNN,Pro Israel,"Amanpour breaks down what Biden, Netanyahu call will likely entail",2024-04-04,Pro-Israel
4229,US,CNN,Pro Israel,Biden prepared to express frustrations to Netanyahu in phone call Thursday,2024-04-04,Neutral
4230,US,CNN,Pro Israel,Gaza aid efforts dealt major blow as Israels deadly attack on relief workers prompts withdrawal of agencies,2024-04-04,Pro-Palestine
4231,US,CNN,Pro Israel,"5 things to know for April 4: Eclipse, US-Israeli relations, Taiwan earthquake, Trump, Immigration",2024-04-04,Neutral
4232,US,CNN,Pro Israel,"'Incredibly dangerous' to deliver aid in Gaza, says doctor",2024-04-04,Pro-Palestine
4233,US,CNN,Pro Israel,NATOs next challenge: How to reverse years of underfunding defense,2024-04-04,Pro-Palestine
4234,US,CNN,Pro Israel,Family members of hostages storm Knesset's gallery,2024-04-04,Pro-Israel
4235,US,CNN,Pro Israel,Israeli opposition leader calls for elections “as early as possible”,2024-04-04,Neutral
4236,US,CNN,Pro Israel,Will deadly IDF strike on aid convoy affect U.S. military aid to Israel?,2024-04-04,Pro-Palestine
4237,US,CNN,Pro Israel,Biden prepared to express frustrations to Netanyahu in phone call Thursday,2024-04-04,Neutral
4238,US,CNN,Pro Israel,Who were the World Central Kitchen workers killed in Israels strike in Gaza?,2024-04-04,Pro-Palestine
4239,US,CNN,Pro Israel,"April 3, 2024 Israel-Hamas war",2024-04-04,Neutral
4240,US,CNN,Pro Israel,"Israel is using artificial intelligence to help pick bombing targets in Gaza, report says",2024-04-04,Pro-Israel
4241,US,CNN,Pro Israel,Some Iranians celebrate Israeli strike on embassy in Syria,2024-04-03,Pro-Palestine
4242,US,CNN,Pro Israel,Dem Rep: Biden will succeed if he stands with Israel,2024-04-03,Pro-Israel
4243,US,CNN,Pro Israel,Satirist Bassem Youssef on why he does not address Israel or Gaza in his comedy,2024-04-03,Pro-Israel
4244,US,CNN,Pro Israel,"Biden furious over deaths of World Central Kitchen workers, but White House has no plans to change Israel policy",2024-04-03,Pro-Israel
