Country,News Publisher,Country Stance,Headline,Date,Headline Stance,Explanation,,,,
US,CNN,Pro Israel,Columbia University postpones major fundraiser amid tensions over Israel-Hamas war,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,Opinion: Lewiston killings show the war zone we have at home,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,Former U.S. negotiator on Middle East escalation,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,Al Jazeera says bureau chief's family killed in Gaza strike,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,American family trapped in Gaza details experience,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,"Biden's position on Israel set before crisis even began, says fmr. US peace negotiator","Oct 26, 2023",,,,,,
US,CNN,Pro Israel,Opinion: Im an American stranded in Gaza. Why isnt the US doing more to bring us home?,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,"The New York Times walks back flawed Gaza hospital coverage, but other media outlets remain silent","Oct 26, 2023",,,,,,
US,CNN,Pro Israel,Florida cargo flights arranged by DeSantis carried drones and body armor for Israel,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,Opinion: Ex-hostage negotiator identifies a big problem in Israel-Hamas negotiations,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,Heres why Israels ground offensive in Gaza hasnt happened yet,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,Israels allies fear it could be walking into a trap in Gaza as Hamas and its backers seek a wider conflict,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,Doctor calls for ceasefire to allow aid into Gaza,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,The Biden coalition risks a damaging break over the US role in Israels response in Gaza,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,Israel conducts 'targeted raid' in northern Gaza,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,"5 things to know for Oct. 26: Maine shootings, Israel, House speaker, Auto strike, Vaccines","Oct 26, 2023",,,,,,
US,CNN,Pro Israel,Al Jazeera says its Gaza bureau chief lost 12 family members in airstrike,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,'We should not be begging for fuel': U.N. sounds alarm on Gaza crisis,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,Video shows dire situation inside Gaza hospital,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,"October 25, 2023 Israel-Hamas war news","Oct 26, 2023",,,,,,
US,CNN,Pro Israel,UN says fuel shortages will halt Gaza aid operations within a day,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,Why Israel won't allow fuel to enter Gaza,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,Before and after satellite images show destruction in Gaza,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,Inside the network of Hamas tunnels under Gaza,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,New IDF video appears to show Hamas attempting to enter Israel by sea,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,Father describes discovering his daughter's body days after Hamas attack in booby-trapped home,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,Israel-UN spat intensifies after Secretary General says Hamas attacks did not happen in a vacuum,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,Opinion: A path to peace in Middle East is possible. Heres how,"Oct 26, 2023",,,,,,
US,CNN,Pro Israel,Mobile billboard at Columbia University shows names and faces of students allegedly linked to anti-Israel statement,"Oct 25, 2023",,,,,,
US,CNN,Pro Israel,"Boyfriend of Israeli hostage says recent releases give him ""some hope"" for her safe return","Oct 25, 2023",,,,,,
US,CNN,Pro Israel,Displaced people of Gaza left with little to survive on,"Oct 25, 2023",,,,,,
US,CNN,Pro Israel,Exclusive footage of Hamas invading via paraglider,"Oct 25, 2023",,,,,,
US,CNN,Pro Israel,"Across America, the Israel-Hamas war is causing a rise in hate crimes","Oct 25, 2023",,,,,,
US,CNN,Pro Israel,"The Iron Dome, explained and visualized","Oct 25, 2023",,,,,,
US,CNN,Pro Israel,US law enforcement and intelligence agencies launch full court press to focus on Hamas following Israel attack,"Oct 25, 2023",,,,,,
US,CNN,Pro Israel,Residents of southern Lebanon brace for a wider war,"Oct 25, 2023",,,,,,
US,CNN,Pro Israel,Humanitarian crisis in Gaza growing more dire,"Oct 25, 2023",,,,,,
US,CNN,Pro Israel,Bidens pick for US ambassador to Israel advances out of committee,"Oct 25, 2023",,,,,,
US,CNN,Pro Israel,Crisis in Middle East clouds Bidens agenda as White House hosts Australian PM for lavish state dinner,"Oct 25, 2023",,,,,,
US,CNN,Pro Israel,US and Gulf nations target secret Hamas investment portfolio worth up to $1 billion,"Oct 25, 2023",,,,,,
US,CNN,Pro Israel,Fears of another Palestinian exodus reverberate across the Middle East,"Oct 25, 2023",,,,,,
US,CNN,Pro Israel,"Opinion: Israel ground attack on Gaza would be a long, deadly ordeal","Oct 25, 2023",,,,,,
US,CNN,Pro Israel,Queen Rania of Jordan accuses West of glaring double standard as the death toll rises in besieged Gaza,"Oct 25, 2023",,,,,,
US,CNN,Pro Israel,IMF says Israel-Hamas war likely to hit neighboring economies,"Oct 25, 2023",,,,,,
US,CNN,Pro Israel,CNN reporter visits a home after Hamas attack,"Oct 25, 2023",,,,,,
US,CNN,Pro Israel,Sources: Hamas used landlines to avoid detection & plan attack,"Oct 25, 2023",,,,,,
US,CNN,Pro Israel,"October 24, 2023 - Israel-Hamas war news","Oct 25, 2023",,,,,,
US,CNN,Pro Israel,UPenn donors were furious about the Palestine Writes Literature Festival. What about it made them pull their funds?,"Oct 25, 2023",,,,,,
US,CNN,Pro Israel,"Russia's latest offensive 'is failing,' says Ukrainian government advisor","Oct 25, 2023",,,,,,
US,CNN,Pro Israel,"Jews, Palestinians and Muslims in the US say theyre experiencing growing fear about rising bigotry and hatred","Oct 25, 2023",,,,,,
US,CNN,Pro Israel,Israeli human rights group faces tougher mission amid Israel-Hamas war,"Oct 25, 2023",,,,,,
US,CNN,Pro Israel,"5 things to know for Oct. 25: Israel, Speaker saga, Hurricane Otis, Immigration, Social media","Oct 25, 2023",,,,,,
US,CNN,Pro Israel,Families of Hamas hostages face an agonizing wait for answers,"Oct 25, 2023",,,,,,
US,CNN,Pro Israel,Hamas operatives used phone lines installed in tunnels under Gaza to plan Israel attack,"Oct 25, 2023",,,,,,
US,CNN,Pro Israel,West Bank Clashes,"Oct 25, 2023",,,,,,
US,CNN,Pro Israel,"Former hostage: ""I went through hell""","Oct 25, 2023",,,,,,
US,CNN,Pro Israel,"Hamas operatives used phone lines installed in tunnels under Gaza to plan Israel attack over 2 years, sources familiar with intelligence say","Oct 25, 2023",,,,,,
US,CNN,Pro Israel,"2,000 children killed in Gaza, aid group says, as tempers flare at UN amid ceasefire calls","Oct 25, 2023",,,,,,
US,CNN,Pro Israel,I went through hell: Released Hamas hostage describes being kidnapped and taken into tunnel system,"Oct 25, 2023",,,,,,
US,CNN,Pro Israel,Released hostage reveals how Hamas treated her in captivity,"Oct 25, 2023",,,,,,
US,CNN,Pro Israel,The Israel-Hamas war hasnt set off market panic. Investors are still concerned,"Oct 25, 2023",,,,,,
US,CNN,Pro Israel,Netanyahu adviser: Hamas keeping Americans from leaving Gaza,"Oct 25, 2023",,,,,,
US,CNN,Pro Israel,Fake placenames with anti-Israel messages flood Google Maps depiction of the Rafah border crossing between Gaza and Egypt,"Oct 25, 2023",,,,,,
US,CNN,Pro Israel,Opinion: Remember the Maine! History shows how lies can trigger wars,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,US military advisers invoke lessons of Iraq in urging Israelis to avoid all-out ground assault in Gaza,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Blinken warns US will defend itself swiftly and decisively against attacks by Iran or proxies,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,"Hostage negotiator: I've told Hamas ""they now need to do the right thing""","Oct 24, 2023",,,,,,
US,CNN,Pro Israel,UNFPA's Dominic Allen says healthcare workers in Gaza need to be protected,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Former hostage negotiator discusses efforts to get hostages out of Gaza,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,"Hundreds likely dead in Gaza hospital blast, as Israeli blockade cripples medical response","Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Opinion: People shocked by student support for Hamas shouldnt have been,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Slovenia's Foreign Minister speaks with CNN about situation in Gaza,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,"Released Hamas hostage: ""I went through hell""","Oct 24, 2023",,,,,,
US,CNN,Pro Israel,"What to know about Hezbollah, the powerful Iran-backed group on Israels border","Oct 24, 2023",,,,,,
US,CNN,Pro Israel,"What is the Rafah crossing, Gazans last hope to escape the war, and how does it work?","Oct 24, 2023",,,,,,
US,CNN,Pro Israel,The Gaza metro: The mysterious subterranean tunnel network used by Hamas,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Gaza explained: What to know about the enclave,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,"""We condemn the killing of any civilian whether Palestinian or Israeli,"" says Jordan's Queen Rania","Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Israel is at war with Hamas. Heres what to know,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Google Maps and Waze temporarily disable live traffic data in Israel,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,CNN producer shares his family's story from Gaza,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Opinion: Why Egypt wont open the border to its Palestinian neighbors,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,"'Our leaders on both sides need to go,' says veteran Israeli hostage negotiator","Oct 24, 2023",,,,,,
US,CNN,Pro Israel,"October 23, 2023 - Israel-Hamas war news","Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Top U.S. general sent to Israel to advise IDF,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Queen Rania: There's a 'glaring double standard' in how world treats Palestinians,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Netanyahu adviser pressed on why Israel won't send fuel into Gaza,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Video shows horrific moments after airstrike in Gaza,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Gaza sees deadliest day since fighting began,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Analysis of hostage situation in Gaza,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Intensive talks underway to free a larger number of hostages held by Hamas but major obstacles remain,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Woman held hostage by Hamas speaks for first time after release,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,"Gazans forced to drink dirty, salty water as the fuel needed to run water systems runs out","Oct 24, 2023",,,,,,
US,CNN,Pro Israel,"Gaza's health system in its 'death throes,' says doctor","Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Cuba holds pro-Palestinian rally in Havana,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Negotiating the release of hostages in Gaza,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,CNN visits Israeli Kibbutz attacked by Hamas on October 7,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,"5 things to know for Oct. 24: Israel, House, Flight disruption, Snowstorm, Auto strike","Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Jamie Dimon and other top bankers visit Saudi Arabia as Israel-Hamas war rages,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,'Beyond disastrous': Aid groups warn Gaza humanitarian crisis is growing more dire by the day,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Israeli strike kills families in a church compound in Gaza,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,"Israel: Preparing for ""multilateral operation"" against Hamas","Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Tribute to the victims in Israel,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Israel's war with Hamas,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,"Hear from Hamas founding leader's son, who became a spy for Israel","Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Hear woman's account of her capture by Hamas and escape,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,The emotions of war on display at Tel Aviv's airport,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Larry Hogan latest to pull back from Harvard over student groups letter blaming Israel for Hamas attacks,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,These Israeli-Americans are dropping everything to fly into a war zone and help their communities,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Video shows release of women abducted by Hamas,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Maryland man killed in Israeli military,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,CNN producer tried to flee Gaza with his family. Hear why he had to turn back,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,Names written on childrens bodies speak to the fears of Gazan parents amid the Israel-Hamas war,"Oct 24, 2023",,,,,,
US,CNN,Pro Israel,CNN drone footage shows widespread destruction in Gaza,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,Why the 'right of return' seems impossible for Palestinians,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,Children in Gaza are dying as Israel's airstrikes on Hamas intensify,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,How McDonalds Middle East franchises got into a public feud over Israel,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,Gaza doctor says many children may die if generator fuel doesn't come soon,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,Intelligence shows Iranian-backed militias are ready to ramp up their attacks against US forces in the Middle East,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,Israel prepares for next stage of war,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,Israel confirms use of 'Steel Sting' against Hamas,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,"'I thought I knew something about our enemy, but none of us imagined this,' says leading Israeli journalist","Oct 23, 2023",,,,,,
US,CNN,Pro Israel,Gaza hospital has over 130 newborn patients but is about to run out of fuel,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,Meet an Israeli-American who's leaving her family to volunteer as a medic,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,Hamas releases two more hostages as Israel ramps up Gaza strikes,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,Not in our name: Jewish peace activists across the US call for immediate ceasefire and justice for Palestinians,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,"U.S. request to delay Gaza incursion could be good for Israel, analyst says","Oct 23, 2023",,,,,,
US,CNN,Pro Israel,"People in Gaza -- including children - are undergoing surgery without painkillers, says Doctors Without Borders","Oct 23, 2023",,,,,,
US,CNN,Pro Israel,Uncertainty looms for future aid to Ukraine and Israel as speaker drama continues,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,Israeli families fleeing the border find refuge in a unique Jerusalem hotel,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,"As a ground incursion looms, the big question remains: What is Israels plan for Gaza?","Oct 23, 2023",,,,,,
US,CNN,Pro Israel,"5 things to know for Oct. 23: Israel, House, Synagogue leader, Police shooting, Student loans","Oct 23, 2023",,,,,,
US,CNN,Pro Israel,See what it's like near Israel-Gaza border as Israeli airstrikes ramp up,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,Oil prices fluctuate as concerns mount over Middle East tensions,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,"Doctors at Al Aqsa Martyrs Hospital Emergency Department describe ""bloody day""","Oct 23, 2023",,,,,,
US,CNN,Pro Israel,China's Middle East envoy visiting region to push for peace talks,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,Chinas special envoy is on a Middle East mission. Peace is just part of the picture,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,Hospitals in Gaza overwhelmed and undersupplied,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,Fears mount that Israel-Hamas conflict could spread across the region,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,Iran journalists sentenced,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,Israeli military analyst: The legitimization window is closing quickly the longer Israel waits,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,Israel's military carried out dozens of airstrikes on Hamas targets late Sunday,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,Gaza humanitarian crisis intensifies amid conflict,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,"October 22, 2023 Israel-Hamas war news","Oct 23, 2023",,,,,,
US,CNN,Pro Israel,Hamas and Israeli troops clash in Gaza as airstrikes intensify,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,"Inflicting more harm on Gaza won't bring a solution, peace activist says","Oct 23, 2023",,,,,,
US,CNN,Pro Israel,Reporter explains what we know about IDF strike on West Bank mosque,"Oct 23, 2023",,,,,,
US,CNN,Pro Israel,See the haunting ceremony honoring those taken hostage by Hamas,"Oct 22, 2023",,,,,,
US,CNN,Pro Israel,On GPS: A peace plan for the Israeli-Palestinian conflict,"Oct 22, 2023",,,,,,
US,CNN,Pro Israel,Will the lessons of U.S. response to 9/11 guide Israel?,"Oct 22, 2023",,,,,,
US,CNN,Pro Israel,On GPS: Who will rule Gaza?,"Oct 22, 2023",,,,,,
US,CNN,Pro Israel,Here's what it would take to destroy Hamas,"Oct 22, 2023",,,,,,
