,Country,News Publisher,Country Stance,Headline,Date,Headline Stance,parsed_dates
5786,US,CNN,Pro Israel,Hear what makes the Israel-Hamas war 'uniquely dangerous' for journalists,"Dec 9, 2023",,2023-12-09
5787,US,CNN,Pro Israel,What ordinary Gazans think about Hamas,"Dec 9, 2023",,2023-12-09
5788,US,CNN,Pro Israel,Sheryl Sandberg: Silence on Hamas rape is deafening,"Dec 8, 2023",,2023-12-08
5789,US,CNN,Pro Israel,US officials discuss post-war Gaza governance plans with Palestinian Authority and Arab nations,"Dec 8, 2023",,2023-12-08
5790,US,CNN,Pro Israel,Release of Palestinian prisoners sheds light on controversial Israeli justice system in the occupied West Bank,"Dec 8, 2023",,2023-12-08
5791,US,CNN,Pro Israel,Iran-backed militia vows more attacks after US Embassy in Iraq comes under fire,"Dec 8, 2023",,2023-12-08
5792,US,CNN,Pro Israel,Israel-UN relations at historic low as secretary-general invokes rare diplomatic measure,"Dec 8, 2023",,2023-12-08
5793,US,CNN,Pro Israel,U.S. politicians divided over further military aid to Ukraine,"Dec 8, 2023",,2023-12-08
5794,US,CNN,Pro Israel,AFP video journalist injured in strike in southern Lebanon pays tribute to journalist who was killed.,"Dec 8, 2023",,2023-12-08
5795,US,CNN,Pro Israel,"""The screams of mothers ringed with me"" -- UNICEF spokesperson on Gaza","Dec 8, 2023",,2023-12-08
5796,US,CNN,Pro Israel,Exclusive: Thousands of pounds of U.S. aid to be delivered to Gaza,"Dec 8, 2023",,2023-12-08
5797,US,CNN,Pro Israel,"Man accused of firing shotgun outside synagogue said he was affected by Middle East events, according to court documents","Dec 8, 2023",,2023-12-08
5798,US,CNN,Pro Israel,"White House slams comments from CAIR leader about October 7, CAIR says remark was taken out of context","Dec 8, 2023",,2023-12-08
5799,US,CNN,Pro Israel,How a war thousands of miles away is changing the way some Americans celebrate Hanukkah,"Dec 8, 2023",,2023-12-08
5800,US,CNN,Pro Israel,138 menorah candles lit for remaining hostages as Hanukkah begins,"Dec 8, 2023",,2023-12-08
5801,US,CNN,Pro Israel,U.S. and EU warn of increased risk of terror attacks,"Dec 8, 2023",,2023-12-08
5802,US,CNN,Pro Israel,Hamas releases video of its fight against Israel,"Dec 8, 2023",,2023-12-08
5803,US,CNN,Pro Israel,"Gaza experiencing ""alarming levels"" of hunger, WFP warns","Dec 8, 2023",,2023-12-08
5804,US,CNN,Pro Israel,Rep. Slotkin reacts to images of Israeli soldiers detaining men stripped to underwear,"Dec 8, 2023",,2023-12-08
5805,US,CNN,Pro Israel,Opinion: Christmas in Bethlehem will look very different this year,"Dec 8, 2023",,2023-12-08
5806,US,CNN,Pro Israel,"Who is Yahya Sinwar, the Hamas leader Israel has called a dead man walking","Dec 8, 2023",,2023-12-08
5807,US,CNN,Pro Israel,"W.H.O. Envoy: Gaza health infrastructure ""on its knees""","Dec 8, 2023",,2023-12-08
5808,US,CNN,Pro Israel,Israel vs Hezbollah,"Dec 8, 2023",,2023-12-08
5809,US,CNN,Pro Israel,Azerbaijan and Armenia agree to prisoner swap and to work towards peace deal,"Dec 8, 2023",,2023-12-08
5810,US,CNN,Pro Israel,"December 7, 2023 Israel-Hamas war","Dec 8, 2023",,2023-12-08
5811,US,CNN,Pro Israel,Hamas leader in Gaza is top Israeli target,"Dec 8, 2023",,2023-12-08
5812,US,CNN,Pro Israel,Second gentleman rips lack of moral clarity among university leaders amid rising tide of antisemitism,"Dec 8, 2023",,2023-12-08
5813,US,CNN,Pro Israel,Egyptian FM: Conditions in Gaza a catastrophe & calamity,"Dec 8, 2023",,2023-12-08
5814,US,CNN,Pro Israel,Barak Ravid: Majority want Netanyahu to resign after war,"Dec 8, 2023",,2023-12-08
5815,US,CNN,Pro Israel,What we know about rape and sexual violence inflicted by Hamas during its terror attack on Israel,"Dec 8, 2023",,2023-12-08
5816,US,CNN,Pro Israel,"Son of Israeli war cabinet minister killed in Gaza, IDF says","Dec 7, 2023",,2023-12-07
5817,US,CNN,Pro Israel,"Opinion: This Hanukkah, we Jews could use your help","Dec 7, 2023",,2023-12-07
5818,US,CNN,Pro Israel,Desperate families of Israeli-American hostages plead with White House to get creative for loved ones release,"Dec 7, 2023",,2023-12-07
5819,US,CNN,Pro Israel,Save the Children U.S. CEO: Fighting needs to stop,"Dec 7, 2023",,2023-12-07
5820,US,CNN,Pro Israel,Opinion: I reported on Hamas in Gaza for over a decade. Here are the questions Im asking myself now,"Dec 7, 2023",,2023-12-07
5821,US,CNN,Pro Israel,Metas Oversight Board to weigh in on companys handling of Israel-Hamas war content,"Dec 7, 2023",,2023-12-07
5822,US,CNN,Pro Israel,"The IDF's goal is to ""reach and kill"" Hamas leader, Yahya Sinwar. CNN takes a closer look at what Hamas is","Dec 7, 2023",,2023-12-07
5823,US,CNN,Pro Israel,Several students wounded in southern Lebanon after an Israeli airstrike,"Dec 7, 2023",,2023-12-07
5824,US,CNN,Pro Israel,'Today I felt like a mother': Mothers reunite with their babies after they were separated in Gaza,"Dec 7, 2023",,2023-12-07
5825,US,CNN,Pro Israel,Dire conditions in Gaza take toll on newborn babies,"Dec 7, 2023",,2023-12-07
5826,US,CNN,Pro Israel,'We are actually fearful': Why some Jewish people are hiding their menorahs this Hanukkah,"Dec 7, 2023",,2023-12-07
5827,US,CNN,Pro Israel,"5 things to know for Dec. 7: Presidential debate, Las Vegas shooting, Israel, Foreign aid, Cigarettes","Dec 7, 2023",,2023-12-07
5828,US,CNN,Pro Israel,IDF: Hamas defense lines breached in Khan Younis,"Dec 7, 2023",,2023-12-07
5829,US,CNN,Pro Israel,Senate impasse over border policy continues to threaten aid to Ukraine and Israel,"Dec 7, 2023",,2023-12-07
5830,US,CNN,Pro Israel,Families of hostages in Gaza vent their frustration with Israeli government,"Dec 7, 2023",,2023-12-07
5831,US,CNN,Pro Israel,"Israeli peace activist: ""Contribute to compassion instead of hatred""","Dec 7, 2023",,2023-12-07
5832,US,CNN,Pro Israel,"December 5, 2023 Israel-Hamas war","Dec 7, 2023",,2023-12-07
5833,US,CNN,Pro Israel,"December 6, 2023 Israel-Hamas war","Dec 7, 2023",,2023-12-07
5834,US,CNN,Pro Israel,Hear how the Israel-Hamas war affects Secy. Blinken and Charles Barkley personally,"Dec 7, 2023",,2023-12-07
5835,US,CNN,Pro Israel,Amnesty investigation claims US-made weapon used in two Israeli airstrikes in Gaza that killed 43 civilians,"Dec 7, 2023",,2023-12-07
5836,US,CNN,Pro Israel,Exclusive: Blinken says Israel is taking important steps to better protect civilians in southern Gaza,"Dec 7, 2023",,2023-12-07
5837,US,CNN,Pro Israel,"Hostage's relative: ""Hamas is not a friend of the Palestinian cause""","Dec 6, 2023",,2023-12-06
5838,US,CNN,Pro Israel,They just want to go to class: These college students are stuck in the middle as the Israel-Hamas conflict spills onto campus,"Dec 6, 2023",,2023-12-06
5839,US,CNN,Pro Israel,Blinken says RSF members in Sudan have committed crimes against humanity & ethnic cleansing,"Dec 6, 2023",,2023-12-06
5840,US,CNN,Pro Israel,Israeli peace activist: 'Contribute to compassion instead of hatred',"Dec 6, 2023",,2023-12-06
5841,US,CNN,Pro Israel,US warship shoots down drone launched from Houthi-controlled areas in Yemen,"Dec 6, 2023",,2023-12-06
5842,US,CNN,Pro Israel,A Lebanese border town in a time of war,"Dec 6, 2023",,2023-12-06
5843,US,CNN,Pro Israel,Putin makes rare foreign visit to UAE as Ukraine war grinds on,"Dec 6, 2023",,2023-12-06
5844,US,CNN,Pro Israel,Video shows Israeli soldier shooting mentally disabled Palestinian in West Bank,"Dec 6, 2023",,2023-12-06
5845,US,CNN,Pro Israel,Leaked audio of heated meeting reveals hostages fury at Netanyahu,"Dec 6, 2023",,2023-12-06
5846,US,CNN,Pro Israel,Hear audio of freed Israeli hostages confronting Netanyahu during private meeting,"Dec 6, 2023",,2023-12-06
5847,US,CNN,Pro Israel,"""Huge risk"" of terror attacks in EU over holiday season","Dec 6, 2023",,2023-12-06
5848,US,CNN,Pro Israel,"5 things to know for Dec. 6: Presidential race, Israel, Floods, Actors strike, Drug shortages","Dec 6, 2023",,2023-12-06
5849,US,CNN,Pro Israel,Calls for balance blunt the horrific human toll of rape and destruction in Israel-Hamas war,"Dec 6, 2023",,2023-12-06
5850,US,CNN,Pro Israel,"Israeli military ""now encircling"" Gaza's second-biggest city","Dec 6, 2023",,2023-12-06
5851,US,CNN,Pro Israel,"Gaza crisis: 'We are spiraling further and further down,' says W.H.O. official","Dec 6, 2023",,2023-12-06
5852,US,CNN,Pro Israel,"Israel: Troops ""in the heart"" of Gaza's second-largest city","Dec 6, 2023",,2023-12-06
5853,US,CNN,Pro Israel,Israel military says 2 civilians killed for every Hamas militant is a tremendously positive ratio given combat challenges,"Dec 6, 2023",,2023-12-06
5854,US,CNN,Pro Israel,Video shows mentally disabled Palestinian man shot in West Bank,"Dec 6, 2023",,2023-12-06
5855,US,CNN,Pro Israel,Jayapal issues new statement that she unequivocally condemns Hamas use of rape and sexual violence as an act of war,"Dec 6, 2023",,2023-12-06
5856,US,CNN,Pro Israel,Biden decries Hamas sexual assaults and says they must be forcefully condemned,"Dec 6, 2023",,2023-12-06
5857,US,CNN,Pro Israel,Steven Spielberg comments on unspeakable barbarity against Jews in Oct. 7 attacks,"Dec 6, 2023",,2023-12-06
5858,US,CNN,Pro Israel,Makeshift camps. No electricity. A daily struggle for displaced Gazans,"Dec 6, 2023",,2023-12-06
5859,US,CNN,Pro Israel,Opinion: How a Biden move to drop terrorist designation on Iran-backed militia backfired,"Dec 5, 2023",,2023-12-05
5860,US,CNN,Pro Israel,Opinion: Celebrities speaking out on the war in Gaza should consider this,"Dec 5, 2023",,2023-12-05
5861,US,CNN,Pro Israel,CNN speaks with Chair of The Elders on Israel-Hamas war,"Dec 5, 2023",,2023-12-05
5862,US,CNN,Pro Israel,US officials think Gaza ground operation could end by January as Biden admin privately warns Israel about its tactics,"Dec 5, 2023",,2023-12-05
5863,US,CNN,Pro Israel,Blinken announces policy to restrict visas to US for extremists in West Bank,"Dec 5, 2023",,2023-12-05
5864,US,CNN,Pro Israel,NYT report claims Israel had seen Hamas battle plan a year before October 7th attack and dismissed it,"Dec 5, 2023",,2023-12-05
5865,US,CNN,Pro Israel,"Israeli regulator says no suspicious trading before October 7, but questions remain on US-traded securities","Dec 5, 2023",,2023-12-05
5866,US,CNN,Pro Israel,Some traders appear to have anticipated October 7 Hamas attack,"Dec 5, 2023",,2023-12-05
5867,US,CNN,Pro Israel,Israel expands war into southern Gaza as UN warns of blatant disregard for basic humanity,"Dec 5, 2023",,2023-12-05
5868,US,CNN,Pro Israel,"Israeli intel picked up Hamas attack plans, then dismissed it, journalist says","Dec 5, 2023",,2023-12-05
5869,US,CNN,Pro Israel,"South African Minister: What we're seeing in Gaza is ""Far worse than what we experience under apartheid""","Dec 5, 2023",,2023-12-05
5870,US,CNN,Pro Israel,"W.H.O.: Risk of ""major outbreaks"" of disease in Gaza","Dec 5, 2023",,2023-12-05
5871,US,CNN,Pro Israel,Lawmaker asked why some deny Hamas' use of sexual violence. Hear her response,"Dec 5, 2023",,2023-12-05
5872,US,CNN,Pro Israel,Democrats working on resolution condemning Hamas use of sexual violence,"Dec 5, 2023",,2023-12-05
5873,US,CNN,Pro Israel,Witnesses share brutal accounts of sexual violence during October 7 attack,"Dec 5, 2023",,2023-12-05
5874,US,CNN,Pro Israel,Video captures moment before Israeli civilian hero is shot by Israeli solider,"Dec 5, 2023",,2023-12-05
5875,US,CNN,Pro Israel,"Its chaos: Starving Gazans dig for food, supplies under the rubble","Dec 5, 2023",,2023-12-05
5876,US,CNN,Pro Israel,CNN presses IDF spokesperson on the ratio of civilian casualties. Hear his response,"Dec 5, 2023",,2023-12-05
5877,US,CNN,Pro Israel,CNN producer loses at least 9 family members in Gaza airstrike,"Dec 5, 2023",,2023-12-05
5878,US,CNN,Pro Israel,"5 things to know for Dec. 5: Israel, Presidential debate, Terror plot foiled, Border policy, floods","Dec 5, 2023",,2023-12-05
5879,US,CNN,Pro Israel,Israel's urban warfare strategy,"Dec 5, 2023",,2023-12-05
5880,US,CNN,Pro Israel,New accounts of sexual violence committed by Hamas,"Dec 5, 2023",,2023-12-05
5881,US,CNN,Pro Israel,"December 4, 2023 Israel-Hamas war","Dec 5, 2023",,2023-12-05
5882,US,CNN,Pro Israel,"Unknown traders appear to have anticipated October 7 Hamas attack, research finds","Dec 5, 2023",,2023-12-05
5883,US,CNN,Pro Israel,Backlash grows over police shooting of Israeli civilian after Jerusalem attack,"Dec 5, 2023",,2023-12-05
5884,US,CNN,Pro Israel,Panel at U.N. examines Hamas' sexual violence against women,"Dec 5, 2023",,2023-12-05
5885,US,CNN,Pro Israel,'Chaos': Gaza residents scramble for food in bakery hit by Israeli airstrike,"Dec 4, 2023",,2023-12-04
5886,US,CNN,Pro Israel,White House and Pennsylvania governor condemn antisemitic rally in front of Israeli-style restaurant in Philadelphia,"Dec 4, 2023",,2023-12-04
5887,US,CNN,Pro Israel,Sheryl Sandberg on Hamas attack: Rape should never be used as an act of war,"Dec 4, 2023",,2023-12-04
5888,US,CNN,Pro Israel,"Netanyahu corruption trial resumes, as war rages on","Dec 4, 2023",,2023-12-04
5889,US,CNN,Pro Israel,W.H.O. warns about health impact of Gaza crisis,"Dec 4, 2023",,2023-12-04
5890,US,CNN,Pro Israel,"A ""disconnect between our values and our actions"": Why Josh Paul resigned from the U.S. State Department over Israel","Dec 4, 2023",,2023-12-04
5891,US,CNN,Pro Israel,W.H.O. warns disease in Gaza may be deadlier than airstrikes,"Dec 4, 2023",,2023-12-04
5892,US,CNN,Pro Israel,He quit the State Department over US support for Israel. Here's why he did it,"Dec 4, 2023",,2023-12-04
5893,US,CNN,Pro Israel,"Rep. Dingell: ""I'm going to talk to"" Rep. Jayapal about her comments on sexual assaults by Hamas fighters","Dec 4, 2023",,2023-12-04
5894,US,CNN,Pro Israel,US kills 5 Iran-backed militia members in drone strike in Iraq,"Dec 4, 2023",,2023-12-04
5895,US,CNN,Pro Israel,IDF says several Israeli soldiers injured in attack near Lebanon border,"Dec 4, 2023",,2023-12-04
5896,US,CNN,Pro Israel,Are reports of sexual violence on October 7th being ignored?,"Dec 4, 2023",,2023-12-04
5897,US,CNN,Pro Israel,CNN Gaza reporters relatives killed and childhood home destroyed in two separate strikes,"Dec 4, 2023",,2023-12-04
5898,US,CNN,Pro Israel,'They bombed an entire street': Child in Gaza who pulled brother from rubble,"Dec 4, 2023",,2023-12-04
5899,US,CNN,Pro Israel,"5 things to know for Dec. 4: Israel, Prescription drugs, Climate crisis, Airline merger, Volcanic eruption","Dec 4, 2023",,2023-12-04
5900,US,CNN,Pro Israel,"In Gaza, disease could be even deadlier than airstrikes, WHO says","Dec 4, 2023",,2023-12-04
5901,US,CNN,Pro Israel,Gaza residents mourn the dead amid renewed airstrikes,"Dec 4, 2023",,2023-12-04
5902,US,CNN,Pro Israel,"Sister of Hamas hostage: She's alive, but her injuries are getting worse","Dec 4, 2023",,2023-12-04
5903,US,CNN,Pro Israel,Palestine Red Crescent: 100 aid trucks received on Sunday,"Dec 4, 2023",,2023-12-04
5904,US,CNN,Pro Israel,Israel expands military action in Gaza,"Dec 4, 2023",,2023-12-04
5905,US,CNN,Pro Israel,"December 3, 2023 Israel-Hamas war","Dec 4, 2023",,2023-12-04
5906,US,CNN,Pro Israel,Palestinian children in tears as Gaza refugee camp hit by apparent Israeli airstrikes,"Dec 3, 2023",,2023-12-03
5907,US,CNN,Pro Israel,Bash calls out silence over Hamas' use of sexual violence. Hear Jayapal's response,"Dec 3, 2023",,2023-12-03
5908,US,CNN,Pro Israel,"When Gaza lost phone and internet connection under Israeli attack, this activist found a way to get Palestinians back online","Dec 3, 2023",,2023-12-03
5909,US,CNN,Pro Israel,On GPS: What do Palestinians think of their leaders?,"Dec 3, 2023",,2023-12-03
5910,US,CNN,Pro Israel,'Silence is complicity': UNICEF spokesperson pleads for world attention,"Dec 3, 2023",,2023-12-03
5911,US,CNN,Pro Israel,Rep. Pramila Jayapal stands by call for ceasefire in Gaza as fighting resumes,"Dec 3, 2023",,2023-12-03
5912,US,CNN,Pro Israel,'Hamas needs to be taken out': Rep. Jayapal,"Dec 3, 2023",,2023-12-03
5913,US,CNN,Pro Israel,'Is that realistic?' Bash challenges Jayapal on progressive calls for indefinite ceasefire,"Dec 3, 2023",,2023-12-03
5914,US,CNN,Pro Israel,"1 of the 3 Palestinian students shot in Vermont is paralyzed from the shooting, his mother says","Dec 3, 2023",,2023-12-03
5915,US,CNN,Pro Israel,Graham: Allowing Hamas to remain in Gaza 'would be the ultimate strategic failure',"Dec 3, 2023",,2023-12-03
5916,US,CNN,Pro Israel,Why Israels peace activists are re-evaluating their position on the war,"Dec 3, 2023",,2023-12-03
5917,US,CNN,Pro Israel,Parents' group working toward peace amid Israeli-Hamas war,"Dec 3, 2023",,2023-12-03
5918,US,CNN,Pro Israel,Death toll rises in Gaza as truce talks break down,"Dec 3, 2023",,2023-12-03
5919,US,CNN,Pro Israel,A look at who's in charge of Hamas,"Dec 3, 2023",,2023-12-03
5920,US,CNN,Pro Israel,U.S. says civilian suffering in Gaza has been too high,"Dec 3, 2023",,2023-12-03
5921,US,CNN,Pro Israel,"100 aid trucks entered Gaza on Saturday, according to the Palestine Red Crescent Society","Dec 3, 2023",,2023-12-03
5922,US,CNN,Pro Israel,"December 1, 2023 Israel-Hamas war","Dec 3, 2023",,2023-12-03
5923,US,CNN,Pro Israel,Israel recalls negotiators after reaching dead end in Qatar talks,"Dec 3, 2023",,2023-12-03
5924,US,CNN,Pro Israel,Palestinian casualties rise as Netanyahu vows to destroy Hamas,"Dec 3, 2023",,2023-12-03
5925,US,CNN,Pro Israel,"December 2, 2023 Israel-Hamas war","Dec 3, 2023",,2023-12-03
5926,US,CNN,Pro Israel,Meeting someone with radically different views from mine taught me this important lesson,"Dec 3, 2023",,2023-12-03
